Date,B1_004,B2_006,B3_008,F_020,L1_002,M_B1,M_B2,M_F,M_L1,B1_003,B2_005,F_019,L1_001
2017/7/1,-10.755285,-8.311957,-7.503933,-7.869804,-8.897165,-11.741149,-9.2607635,-9.4439695,-9.6732045,-12.727013,-10.20957,-11.018135,-10.449244
2017/7/2,-10.464601,-8.023584,-7.202198,-7.580254,-8.599749,-11.345638,-8.871645,-9.0526815,-9.281346,-12.226675,-9.719706,-10.525109,-9.962943
2017/7/3,-10.755285,-8.311957,-7.503933,-7.869804,-8.897165,-11.6160645,-9.1382975,-9.320713,-9.551629,-12.476844,-9.964638,-10.771622,-10.206093
2017/7/4,-11.336652,-8.888704,-8.107403,-8.448904,-9.491997,-12.1569175,-9.671603,-9.8567755,-10.0921955,-12.977183,-10.454502,-11.264647,-10.692394
2017/7/5,-11.918019,-9.465451,-8.710872,-9.028004,-10.086829,-12.447601,-9.9599765,-10.1463255,-10.3896115,-12.977183,-10.454502,-11.264647,-10.692394
2017/7/6,-12.790069,-10.330571,-9.616077,-9.896654,-10.979077,-12.883626,-10.3925365,-10.5806505,-10.8357355,-12.977183,-10.454502,-11.264647,-10.692394
2017/7/7,-13.080752,-10.618944,-9.917812,-10.186204,-11.276492,-13.4042215,-10.9041215,-11.0951945,-11.349168,-13.727691,-11.189299,-12.004185,-11.421844
2017/7/8,-13.371436,-10.907318,-10.219547,-10.475753,-11.573908,-13.5495635,-11.0483085,-11.239969,-11.497876,-13.727691,-11.189299,-12.004185,-11.421844
2017/7/9,-13.371436,-10.907318,-10.219547,-10.475753,-11.573908,-13.799733,-11.293241,-11.4864815,-11.7410265,-14.22803,-11.679164,-12.49721,-11.908145
2017/7/10,-13.080752,-10.618944,-9.917812,-10.186204,-11.276492,-13.654391,-11.149054,-11.341707,-11.5923185,-14.22803,-11.679164,-12.49721,-11.908145
2017/7/11,-13.080752,-10.618944,-9.917812,-10.186204,-11.276492,-13.654391,-11.149054,-11.341707,-11.5923185,-14.22803,-11.679164,-12.49721,-11.908145
2017/7/12,-13.662119,-11.195691,-10.521281,-10.765303,-11.871324,-14.195244,-11.6823595,-11.8777695,-12.1328845,-14.728369,-12.169028,-12.990236,-12.394445
2017/7/13,-13.662119,-11.195691,-10.521281,-10.765303,-11.871324,-14.195244,-11.6823595,-11.8777695,-12.1328845,-14.728369,-12.169028,-12.990236,-12.394445
2017/7/14,-14.824853,-12.349185,-11.728221,-11.923503,-13.060988,-15.0267805,-12.504039,-12.703382,-12.9708665,-15.228708,-12.658893,-13.483261,-12.880745
2017/7/15,-15.115537,-12.637558,-12.029956,-12.213053,-13.358404,-15.422292,-12.8931575,-13.0946695,-13.362725,-15.729047,-13.148757,-13.976286,-13.367046
2017/7/16,-15.696903,-13.214305,-12.633425,-12.792153,-13.953236,-15.9631445,-13.4264635,-13.630732,-13.903291,-16.229386,-13.638622,-14.469311,-13.853346
2017/7/17,-16.859637,-14.367798,-13.840365,-13.950352,-15.142899,-16.9197655,-14.370608,-14.5796005,-14.862848,-16.979894,-14.373418,-15.208849,-14.582797
2017/7/18,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.4403615,-14.8821935,-15.0941445,-15.376281,-17.730402,-15.108215,-15.948387,-15.312247
2017/7/19,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.4403615,-14.8821935,-15.0941445,-15.376281,-17.730402,-15.108215,-15.948387,-15.312247
2017/8/16,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.4403615,-14.8821935,-15.0941445,-15.376281,-17.730402,-15.108215,-15.948387,-15.312247
2017/8/17,-17.441005,-14.944546,-14.443833,-14.529452,-15.737731,-17.335534,-14.7814485,-14.992407,-15.281839,-17.230063,-14.618351,-15.455362,-14.825947
2017/8/18,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.3152765,-14.7597275,-14.970888,-15.254706,-17.480232,-14.863283,-15.701874,-15.069097
2017/8/19,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.190192,-14.6372615,-14.847632,-15.133131,-17.230063,-14.618351,-15.455362,-14.825947
2017/8/20,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.4403615,-14.8821935,-15.0941445,-15.376281,-17.730402,-15.108215,-15.948387,-15.312247
2017/8/21,-17.150321,-14.656172,-14.142099,-14.239902,-15.440315,-17.3152765,-14.7597275,-14.970888,-15.254706,-17.480232,-14.863283,-15.701874,-15.069097
2017/8/22,-17.731688,-15.232919,-14.745568,-14.819002,-16.035147,-17.60596,-15.048101,-15.260438,-15.552122,-17.480232,-14.863283,-15.701874,-15.069097
2017/8/23,-18.603739,-16.098039,-15.650773,-15.687652,-16.927395,-18.41724,-15.8480595,-16.064532,-16.3629715,-18.230741,-15.59808,-16.441412,-15.798548
2017/8/24,-19.185106,-16.674786,-16.254242,-16.266752,-17.522226,-18.9580925,-16.381365,-16.6005945,-16.903537,-18.731079,-16.087944,-16.934437,-16.284848
2017/8/25,-19.475789,-16.96316,-16.555977,-16.556301,-17.819642,-19.4786885,-16.8929505,-17.115138,-17.4169705,-19.481588,-16.822741,-17.673975,-17.014299
2017/8/26,-18.022372,-15.521293,-15.047303,-15.108552,-16.332563,-18.251641,-15.6821525,-15.8982385,-16.1871305,-18.48091,-15.843012,-16.687925,-16.041698
2017/8/27,-18.603739,-16.098039,-15.650773,-15.687652,-16.927395,-18.667409,-16.0929915,-16.3110445,-16.6061215,-18.731079,-16.087944,-16.934437,-16.284848
2017/8/28,-18.603739,-16.098039,-15.650773,-15.687652,-16.927395,-18.667409,-16.0929915,-16.3110445,-16.6061215,-18.731079,-16.087944,-16.934437,-16.284848
2017/8/29,-18.603739,-16.098039,-15.650773,-15.687652,-16.927395,-18.5423245,-15.9705255,-16.1877885,-16.4845465,-18.48091,-15.843012,-16.687925,-16.041698
2017/8/30,-17.441005,-14.944546,-14.443833,-14.529452,-15.737731,-17.835873,-15.271313,-15.485432,-15.7681395,-18.230741,-15.59808,-16.441412,-15.798548
2017/8/31,-15.987588,-13.502679,-12.935159,-13.081703,-14.250652,-16.73391,-14.182981,-14.3917885,-14.6598745,-17.480232,-14.863283,-15.701874,-15.069097
2017/9/1,-15.406221,-12.925932,-12.331689,-12.502603,-13.65582,-16.0679725,-13.527209,-13.7324695,-13.9977335,-16.729724,-14.128486,-14.962336,-14.339647
2017/9/2,-14.53417,-12.060812,-11.426485,-11.633953,-12.763572,-15.131608,-12.6047845,-12.8051195,-13.065309,-15.729046,-13.148757,-13.976286,-13.367046
2017/9/3,-14.243487,-11.772438,-11.12475,-11.344403,-12.466156,-14.9862665,-12.4605975,-12.6603445,-12.916601,-15.729046,-13.148757,-13.976286,-13.367046
2017/9/4,-13.080753,-10.618945,-9.917811,-10.186204,-11.276493,-14.0296455,-11.516453,-11.711476,-11.9570445,-14.978538,-12.413961,-13.236748,-12.637596
2017/9/5,-12.79007,-10.330571,-9.616076,-9.896654,-10.979077,-13.50905,-11.0048675,-11.196932,-11.443611,-14.22803,-11.679164,-12.49721,-11.908145
2017/9/6,-12.79007,-10.330571,-9.616076,-9.896654,-10.979077,-13.2588805,-10.759935,-10.9504195,-11.200461,-13.727691,-11.189299,-12.004185,-11.421845
2017/9/7,-12.208703,-9.753825,-9.012606,-9.317554,-10.384245,-13.2183665,-10.7164945,-10.907382,-11.146195,-14.22803,-11.679164,-12.49721,-11.908145
2017/9/8,-12.79007,-10.330571,-9.616076,-9.896654,-10.979077,-13.2588805,-10.759935,-10.9504195,-11.200461,-13.727691,-11.189299,-12.004185,-11.421845
2017/9/9,-13.080753,-10.618945,-9.917811,-10.186204,-11.276493,-13.404222,-10.904122,-11.0951945,-11.349169,-13.727691,-11.189299,-12.004185,-11.421845
2017/9/10,-13.371437,-10.907318,-10.219546,-10.475753,-11.573908,-13.7997335,-11.293241,-11.4864815,-11.7410265,-14.22803,-11.679164,-12.49721,-11.908145
2017/9/11,-13.080753,-10.618945,-9.917811,-10.186204,-11.276493,-13.5293065,-11.0265885,-11.218451,-11.470744,-13.97786,-11.434232,-12.250698,-11.664995
2017/9/12,-12.208703,-9.753825,-9.012606,-9.317554,-10.384245,-12.7180275,-10.22663,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/13,-12.499386,-10.042198,-9.314341,-9.607104,-10.681661,-13.1135385,-10.6157485,-10.8056445,-11.051753,-13.727691,-11.189299,-12.004185,-11.421845
2017/9/14,-12.499386,-10.042198,-9.314341,-9.607104,-10.681661,-13.1135385,-10.6157485,-10.8056445,-11.051753,-13.727691,-11.189299,-12.004185,-11.421845
2017/9/15,-12.499386,-10.042198,-9.314341,-9.607104,-10.681661,-12.863369,-10.3708165,-10.559132,-10.8086025,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/16,-12.208703,-9.753825,-9.012606,-9.317554,-10.384245,-12.7180275,-10.22663,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/17,-12.208703,-9.753825,-9.012606,-9.317554,-10.384245,-12.7180275,-10.22663,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/18,-12.208703,-9.753825,-9.012606,-9.317554,-10.384245,-12.7180275,-10.22663,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/19,-11.918019,-9.465452,-8.710872,-9.028004,-10.086829,-12.5726855,-10.0824435,-10.269582,-10.5111865,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/20,-11.336652,-8.888705,-8.107402,-8.448904,-9.491998,-12.282002,-9.79407,-9.980032,-10.213771,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/21,-11.336652,-8.888705,-8.107402,-8.448904,-9.491998,-12.0318325,-9.5491375,-9.7335195,-9.9706205,-12.727013,-10.20957,-11.018135,-10.449243
2017/9/22,-11.045969,-8.600332,-7.805667,-8.159354,-9.194582,-12.1366605,-9.6498835,-9.835257,-10.065063,-13.227352,-10.699435,-11.51116,-10.935544
2017/9/23,-10.755285,-8.311958,-7.503932,-7.869804,-8.897166,-11.4909795,-9.015832,-9.197457,-9.4300545,-12.226674,-9.719706,-10.52511,-9.962943
2017/9/24,-9.883235,-7.446838,-6.598728,-7.001154,-8.004918,-11.0549545,-8.583272,-8.763132,-8.9839305,-12.226674,-9.719706,-10.52511,-9.962943
2017/9/25,-9.592552,-7.158465,-6.296993,-6.711604,-7.707502,-10.6594435,-8.194153,-8.3718445,-8.592072,-11.726335,-9.229841,-10.032085,-9.476642
2017/9/26,-9.883235,-7.446838,-6.598728,-7.001154,-8.004918,-10.6797005,-8.2158735,-8.393363,-8.619205,-11.476166,-8.984909,-9.785572,-9.233492
2017/9/27,-9.592552,-7.158465,-6.296993,-6.711604,-7.707502,-10.909613,-8.4390855,-8.618357,-8.8352225,-12.226674,-9.719706,-10.52511,-9.962943
2017/9/28,-9.301868,-6.870091,-5.995258,-6.422055,-7.410086,-10.389017,-7.9275,-8.1038135,-8.321789,-11.476166,-8.984909,-9.785572,-9.233492
2017/9/29,-9.011185,-6.581718,-5.693523,-6.132505,-7.11267,-9.993506,-7.5383815,-7.712526,-7.929931,-10.975827,-8.495045,-9.292547,-8.747192
2017/9/30,-8.720501,-6.293344,-5.391788,-5.842955,-6.815255,-9.9732485,-7.5166605,-7.691007,-7.9027985,-11.225996,-8.739977,-9.539059,-8.990342
2017/10/1,-9.011185,-6.581718,-5.693523,-6.132505,-7.11267,-9.993506,-7.5383815,-7.712526,-7.929931,-10.975827,-8.495045,-9.292547,-8.747192
2017/10/2,-8.429818,-6.004971,-5.090053,-5.553405,-6.517839,-9.7028225,-7.250008,-7.422976,-7.6325155,-10.975827,-8.495045,-9.292547,-8.747192
2017/10/3,-7.848451,-5.428224,-4.486584,-4.974305,-5.923007,-9.036885,-6.594236,-6.763657,-6.970374,-10.225319,-7.760248,-8.553009,-8.017741
2017/10/4,-6.976401,-4.563104,-3.581379,-4.105655,-5.030759,-8.3506905,-5.9167435,-6.0828195,-6.2811,-9.72498,-7.270383,-8.059984,-7.531441
2017/10/5,-5.522983,-3.121237,-2.072705,-2.657906,-3.54368,-7.373812,-4.950878,-5.112432,-5.2944105,-9.224641,-6.780519,-7.566958,-7.045141
2017/10/6,-4.36025,-1.967743,-0.865766,-1.499706,-2.354016,-5.9168525,-3.516868,-3.670538,-3.8485525,-7.473455,-5.065993,-5.84137,-5.343089
2017/10/7,-4.36025,-1.967743,-0.865766,-1.499706,-2.354016,-5.541598,-3.1494695,-3.300769,-3.4838275,-6.722946,-4.331196,-5.101832,-4.613639
2017/10/8,-5.2323,-2.832864,-1.77097,-2.368356,-3.246264,-6.2277925,-3.8269625,-3.981607,-4.1731015,-7.223285,-4.821061,-5.594858,-5.099939
2017/10/9,-5.522983,-3.121237,-2.072705,-2.657906,-3.54368,-6.6233035,-4.216081,-4.3728945,-4.56496,-7.723624,-5.310925,-6.087883,-5.58624
2017/10/10,-6.685717,-4.274731,-3.279644,-3.816105,-4.733343,-7.7050095,-5.2826925,-5.445019,-5.6460915,-8.724302,-6.290654,-7.073933,-6.55884
2017/10/11,-5.522983,-3.121237,-2.072705,-2.657906,-3.54368,-6.998558,-4.5834795,-4.7426635,-4.929685,-8.474133,-6.045722,-6.827421,-6.31569
2017/10/12,-4.36025,-1.967743,-0.865766,-1.499706,-2.354016,-6.167022,-3.7618005,-3.9170505,-4.091703,-7.973794,-5.555858,-6.334395,-5.82939
2017/10/13,-2.906832,-0.525876,0.642909,-0.051957,-0.866937,-4.814889,-2.428536,-2.5768945,-2.740288,-6.722946,-4.331196,-5.101832,-4.613639
2017/10/14,-3.488199,-1.102623,0.039439,-0.631056,-1.461768,-5.1055725,-2.7169095,-2.866444,-3.0377035,-6.722946,-4.331196,-5.101832,-4.613639
2017/10/15,-3.197516,-0.81425,0.341174,-0.341507,-1.164353,-4.710062,-2.327791,-2.475157,-2.645846,-6.222608,-3.841332,-4.608807,-4.127339
2017/10/16,-2.325465,0.05087,1.246378,0.527143,-0.272105,-3.898782,-1.5278325,-1.671063,-1.8349965,-5.472099,-3.106535,-3.869269,-3.397888
2017/10/17,-2.325465,0.05087,1.246378,0.527143,-0.272105,-3.898782,-1.5278325,-1.671063,-1.8349965,-5.472099,-3.106535,-3.869269,-3.397888
2017/10/18,-2.034782,0.339243,1.548113,0.816693,0.025311,-3.628356,-1.2611795,-1.403032,-1.564713,-5.22193,-2.861602,-3.622757,-3.154737
2017/10/19,-1.744098,0.627616,1.849848,1.106242,0.322727,-3.6080985,-1.2394595,-1.3815135,-1.5375805,-5.472099,-3.106535,-3.869269,-3.397888
2017/10/20,-2.034782,0.339243,1.548113,0.816693,0.025311,-3.503271,-1.1387135,-1.2797755,-1.443138,-4.97176,-2.61667,-3.376244,-2.911587
2017/10/21,-1.162732,1.204363,2.453317,1.685342,0.917558,-2.8170765,-0.4612215,-0.5989385,-0.7538645,-4.471421,-2.126806,-2.883219,-2.425287
2017/10/22,-1.162732,1.204363,2.453317,1.685342,0.917558,-2.9421615,-0.5836875,-0.7221945,-0.8754395,-4.721591,-2.371738,-3.129731,-2.668437
2017/10/23,-1.162732,1.204363,2.453317,1.685342,0.917558,-2.8170765,-0.4612215,-0.5989385,-0.7538645,-4.471421,-2.126806,-2.883219,-2.425287
2017/10/24,-1.453415,0.91599,2.151582,1.395792,0.620142,-3.2125875,-0.85034,-0.990226,-1.1457225,-4.97176,-2.61667,-3.376244,-2.911587
2017/10/25,-0.290681,2.069483,3.358522,2.553992,1.809806,-2.130882,0.216271,0.081899,-0.06459,-3.971083,-1.636941,-2.390194,-1.938986
2017/10/26,-0.872048,1.492737,2.755052,1.974892,1.214974,-2.54665,-0.194568,-0.330907,-0.4835815,-4.221252,-1.881873,-2.636706,-2.182137
2017/10/27,-1.162732,1.204363,2.453317,1.685342,0.917558,-2.691992,-0.338755,-0.475682,-0.6322895,-4.221252,-1.881873,-2.636706,-2.182137
2017/10/28,-0.872048,1.492737,2.755052,1.974892,1.214974,-2.54665,-0.194568,-0.330907,-0.4835815,-4.221252,-1.881873,-2.636706,-2.182137
2017/10/29,-0.581365,1.78111,3.056787,2.264442,1.51239,-2.151139,0.1945505,0.0603805,-0.091723,-3.720913,-1.392009,-2.143681,-1.695836
2017/10/30,0.290686,2.64623,3.961991,3.133092,2.404638,-1.3398595,0.994509,0.8644745,0.719126,-2.970405,-0.657212,-1.404143,-0.966386
2017/10/31,0.581369,2.934604,4.263726,3.422642,2.702054,-1.3196025,1.01623,0.885993,0.746259,-3.220574,-0.902144,-1.650656,-1.209536
2017/11/1,1.45342,3.799724,5.168931,4.291291,3.594301,-0.508323,1.816188,1.6900865,1.557108,-2.470066,-0.167348,-0.911118,-0.480085
2017/11/2,1.45342,3.799724,5.168931,4.291291,3.594301,-0.2581535,2.0611205,1.936599,1.800258,-1.969727,0.322517,-0.418093,0.006215
2017/11/3,1.162736,3.51135,4.867196,4.001741,3.296885,-0.653665,1.672001,1.5453115,1.4084,-2.470066,-0.167348,-0.911118,-0.480085
2017/11/4,1.744103,4.088097,5.470666,4.580841,3.891717,-0.3629815,1.9603745,1.8348615,1.705816,-2.470066,-0.167348,-0.911118,-0.480085
2017/11/5,2.32547,4.664844,6.074135,5.159941,4.486549,0.428041,2.7386125,2.6174365,2.489532,-1.469388,0.812381,0.074932,0.492515
