B1_004,B3_008,F_020,L1_002,M_B1,M_F,M_L1,B1_003,B2_005,F_019,M_B2,L1_001,B2_006
-14.243487,-11.12475,-11.344403,-12.466156,-14.9862665,-12.6603445,-12.916601,-15.729046,-13.148757,-13.976286,-12.4605975,-13.367046,-11.772438
-13.080753,-9.917811,-10.186204,-11.276493,-14.0296455,-11.711476,-11.9570445,-14.978538,-12.413961,-13.236748,-11.516453,-12.637596,-10.618945
-12.79007,-9.616076,-9.896654,-10.979077,-13.50905,-11.196932,-11.443611,-14.22803,-11.679164,-12.49721,-11.0048675,-11.908145,-10.330571
-12.79007,-9.616076,-9.896654,-10.979077,-13.2588805,-10.9504195,-11.200461,-13.727691,-11.189299,-12.004185,-10.759935,-11.421845,-10.330571
-12.208703,-9.012606,-9.317554,-10.384245,-13.2183665,-10.907382,-11.146195,-14.22803,-11.679164,-12.49721,-10.7164945,-11.908145,-9.753825
-12.79007,-9.616076,-9.896654,-10.979077,-13.2588805,-10.9504195,-11.200461,-13.727691,-11.189299,-12.004185,-10.759935,-11.421845,-10.330571
-13.080753,-9.917811,-10.186204,-11.276493,-13.404222,-11.0951945,-11.349169,-13.727691,-11.189299,-12.004185,-10.904122,-11.421845,-10.618945
-13.371437,-10.219546,-10.475753,-11.573908,-13.7997335,-11.4864815,-11.7410265,-14.22803,-11.679164,-12.49721,-11.293241,-11.908145,-10.907318
-13.080753,-9.917811,-10.186204,-11.276493,-13.5293065,-11.218451,-11.470744,-13.97786,-11.434232,-12.250698,-11.0265885,-11.664995,-10.618945
-12.208703,-9.012606,-9.317554,-10.384245,-12.7180275,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.22663,-10.935544,-9.753825
-12.499386,-9.314341,-9.607104,-10.681661,-13.1135385,-10.8056445,-11.051753,-13.727691,-11.189299,-12.004185,-10.6157485,-11.421845,-10.042198
-12.499386,-9.314341,-9.607104,-10.681661,-13.1135385,-10.8056445,-11.051753,-13.727691,-11.189299,-12.004185,-10.6157485,-11.421845,-10.042198
-12.499386,-9.314341,-9.607104,-10.681661,-12.863369,-10.559132,-10.8086025,-13.227352,-10.699435,-11.51116,-10.3708165,-10.935544,-10.042198
-12.208703,-9.012606,-9.317554,-10.384245,-12.7180275,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.22663,-10.935544,-9.753825
-12.208703,-9.012606,-9.317554,-10.384245,-12.7180275,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.22663,-10.935544,-9.753825
-12.208703,-9.012606,-9.317554,-10.384245,-12.7180275,-10.414357,-10.6598945,-13.227352,-10.699435,-11.51116,-10.22663,-10.935544,-9.753825
-11.918019,-8.710872,-9.028004,-10.086829,-12.5726855,-10.269582,-10.5111865,-13.227352,-10.699435,-11.51116,-10.0824435,-10.935544,-9.465452
-11.336652,-8.107402,-8.448904,-9.491998,-12.282002,-9.980032,-10.213771,-13.227352,-10.699435,-11.51116,-9.79407,-10.935544,-8.888705
-11.336652,-8.107402,-8.448904,-9.491998,-12.0318325,-9.7335195,-9.9706205,-12.727013,-10.20957,-11.018135,-9.5491375,-10.449243,-8.888705
-11.045969,-7.805667,-8.159354,-9.194582,-12.1366605,-9.835257,-10.065063,-13.227352,-10.699435,-11.51116,-9.6498835,-10.935544,-8.600332
-10.755285,-7.503932,-7.869804,-8.897166,-11.4909795,-9.197457,-9.4300545,-12.226674,-9.719706,-10.52511,-9.015832,-9.962943,-8.311958
-9.883235,-6.598728,-7.001154,-8.004918,-11.0549545,-8.763132,-8.9839305,-12.226674,-9.719706,-10.52511,-8.583272,-9.962943,-7.446838
-9.592552,-6.296993,-6.711604,-7.707502,-10.6594435,-8.3718445,-8.592072,-11.726335,-9.229841,-10.032085,-8.194153,-9.476642,-7.158465
-9.883235,-6.598728,-7.001154,-8.004918,-10.6797005,-8.393363,-8.619205,-11.476166,-8.984909,-9.785572,-8.2158735,-9.233492,-7.446838
-9.592552,-6.296993,-6.711604,-7.707502,-10.909613,-8.618357,-8.8352225,-12.226674,-9.719706,-10.52511,-8.4390855,-9.962943,-7.158465
-9.301868,-5.995258,-6.422055,-7.410086,-10.389017,-8.1038135,-8.321789,-11.476166,-8.984909,-9.785572,-7.9275,-9.233492,-6.870091
-9.011185,-5.693523,-6.132505,-7.11267,-9.993506,-7.712526,-7.929931,-10.975827,-8.495045,-9.292547,-7.5383815,-8.747192,-6.581718
-8.720501,-5.391788,-5.842955,-6.815255,-9.9732485,-7.691007,-7.9027985,-11.225996,-8.739977,-9.539059,-7.5166605,-8.990342,-6.293344
-9.011185,-5.693523,-6.132505,-7.11267,-9.993506,-7.712526,-7.929931,-10.975827,-8.495045,-9.292547,-7.5383815,-8.747192,-6.581718
-8.429818,-5.090053,-5.553405,-6.517839,-9.7028225,-7.422976,-7.6325155,-10.975827,-8.495045,-9.292547,-7.250008,-8.747192,-6.004971
-7.848451,-4.486584,-4.974305,-5.923007,-9.036885,-6.763657,-6.970374,-10.225319,-7.760248,-8.553009,-6.594236,-8.017741,-5.428224
-6.976401,-3.581379,-4.105655,-5.030759,-8.3506905,-6.0828195,-6.2811,-9.72498,-7.270383,-8.059984,-5.9167435,-7.531441,-4.563104
-5.522983,-2.072705,-2.657906,-3.54368,-7.373812,-5.112432,-5.2944105,-9.224641,-6.780519,-7.566958,-4.950878,-7.045141,-3.121237
-4.36025,-0.865766,-1.499706,-2.354016,-5.9168525,-3.670538,-3.8485525,-7.473455,-5.065993,-5.84137,-3.516868,-5.343089,-1.967743
-4.36025,-0.865766,-1.499706,-2.354016,-5.541598,-3.300769,-3.4838275,-6.722946,-4.331196,-5.101832,-3.1494695,-4.613639,-1.967743
-5.2323,-1.77097,-2.368356,-3.246264,-6.2277925,-3.981607,-4.1731015,-7.223285,-4.821061,-5.594858,-3.8269625,-5.099939,-2.832864
-5.522983,-2.072705,-2.657906,-3.54368,-6.6233035,-4.3728945,-4.56496,-7.723624,-5.310925,-6.087883,-4.216081,-5.58624,-3.121237
-6.685717,-3.279644,-3.816105,-4.733343,-7.7050095,-5.445019,-5.6460915,-8.724302,-6.290654,-7.073933,-5.2826925,-6.55884,-4.274731
-5.522983,-2.072705,-2.657906,-3.54368,-6.998558,-4.7426635,-4.929685,-8.474133,-6.045722,-6.827421,-4.5834795,-6.31569,-3.121237
-4.36025,-0.865766,-1.499706,-2.354016,-6.167022,-3.9170505,-4.091703,-7.973794,-5.555858,-6.334395,-3.7618005,-5.82939,-1.967743
-2.906832,0.642909,-0.051957,-0.866937,-4.814889,-2.5768945,-2.740288,-6.722946,-4.331196,-5.101832,-2.428536,-4.613639,-0.525876
-3.488199,0.039439,-0.631056,-1.461768,-5.1055725,-2.866444,-3.0377035,-6.722946,-4.331196,-5.101832,-2.7169095,-4.613639,-1.102623
-3.197516,0.341174,-0.341507,-1.164353,-4.710062,-2.475157,-2.645846,-6.222608,-3.841332,-4.608807,-2.327791,-4.127339,-0.81425
-2.325465,1.246378,0.527143,-0.272105,-3.898782,-1.671063,-1.8349965,-5.472099,-3.106535,-3.869269,-1.5278325,-3.397888,0.05087
-2.325465,1.246378,0.527143,-0.272105,-3.898782,-1.671063,-1.8349965,-5.472099,-3.106535,-3.869269,-1.5278325,-3.397888,0.05087
-2.034782,1.548113,0.816693,0.025311,-3.628356,-1.403032,-1.564713,-5.22193,-2.861602,-3.622757,-1.2611795,-3.154737,0.339243
-1.744098,1.849848,1.106242,0.322727,-3.6080985,-1.3815135,-1.5375805,-5.472099,-3.106535,-3.869269,-1.2394595,-3.397888,0.627616
-2.034782,1.548113,0.816693,0.025311,-3.503271,-1.2797755,-1.443138,-4.97176,-2.61667,-3.376244,-1.1387135,-2.911587,0.339243
-1.162732,2.453317,1.685342,0.917558,-2.8170765,-0.5989385,-0.7538645,-4.471421,-2.126806,-2.883219,-0.4612215,-2.425287,1.204363
-1.162732,2.453317,1.685342,0.917558,-2.9421615,-0.7221945,-0.8754395,-4.721591,-2.371738,-3.129731,-0.5836875,-2.668437,1.204363
-1.162732,2.453317,1.685342,0.917558,-2.8170765,-0.5989385,-0.7538645,-4.471421,-2.126806,-2.883219,-0.4612215,-2.425287,1.204363
-1.453415,2.151582,1.395792,0.620142,-3.2125875,-0.990226,-1.1457225,-4.97176,-2.61667,-3.376244,-0.85034,-2.911587,0.91599
-0.290681,3.358522,2.553992,1.809806,-2.130882,0.081899,-0.06459,-3.971083,-1.636941,-2.390194,0.216271,-1.938986,2.069483
-0.872048,2.755052,1.974892,1.214974,-2.54665,-0.330907,-0.4835815,-4.221252,-1.881873,-2.636706,-0.194568,-2.182137,1.492737
-1.162732,2.453317,1.685342,0.917558,-2.691992,-0.475682,-0.6322895,-4.221252,-1.881873,-2.636706,-0.338755,-2.182137,1.204363
-0.872048,2.755052,1.974892,1.214974,-2.54665,-0.330907,-0.4835815,-4.221252,-1.881873,-2.636706,-0.194568,-2.182137,1.492737
-0.581365,3.056787,2.264442,1.51239,-2.151139,0.0603805,-0.091723,-3.720913,-1.392009,-2.143681,0.1945505,-1.695836,1.78111
0.290686,3.961991,3.133092,2.404638,-1.3398595,0.8644745,0.719126,-2.970405,-0.657212,-1.404143,0.994509,-0.966386,2.64623
0.581369,4.263726,3.422642,2.702054,-1.3196025,0.885993,0.746259,-3.220574,-0.902144,-1.650656,1.01623,-1.209536,2.934604
1.45342,5.168931,4.291291,3.594301,-0.508323,1.6900865,1.557108,-2.470066,-0.167348,-0.911118,1.816188,-0.480085,3.799724
1.45342,5.168931,4.291291,3.594301,-0.2581535,1.936599,1.800258,-1.969727,0.322517,-0.418093,2.0611205,0.006215,3.799724
1.162736,4.867196,4.001741,3.296885,-0.653665,1.5453115,1.4084,-2.470066,-0.167348,-0.911118,1.672001,-0.480085,3.51135
1.744103,5.470666,4.580841,3.891717,-0.3629815,1.8348615,1.705816,-2.470066,-0.167348,-0.911118,1.9603745,-0.480085,4.088097
2.32547,6.074135,5.159941,4.486549,0.428041,2.6174365,2.489532,-1.469388,0.812381,0.074932,2.7386125,0.492515,4.664844
